title,subtitle,authors,categories,description,published_year,average_rating,num_pages,ratings_count,textual_representation
Dublin 4,,Maeve Binchy,Domestic fiction,"A vintage collection of short stories set in the heart of Dublin, from the bestselling author of Light a Penny Candle and Circle of Friends. A society hostess entertains her husband's mistress to dinner; a country girl savours the delights of city life; a student faces the dilemma of unmarried pregnancy; and a drink-ridden photographer tries to relaunch a shattered career... This vintage collection of stories from the bestselling author of Light a Penny Candle and Circle of Friends is Maeve Binchy at her best - her trademark warmth, wit and compassion are unmistakeable.",2006.0,4.0,200,2089.0,"Title: Dublin 4
Subtitle: nan
Authors: Maeve Binchy
Categories: Domestic fiction
Description: A vintage collection of short stories set in the heart of Dublin, from the bestselling author of Light a Penny Candle and Circle of Friends. A society hostess entertains her husband's mistress to dinner; a country girl savours the delights of city life; a student faces the dilemma of unmarried pregnancy; and a drink-ridden photographer tries to relaunch a shattered career... This vintage collection of stories from the bestselling author of Light a Penny Candle and Circle of Friends is Maeve Binchy at her best - her trademark warmth, wit and compassion are unmistakeable.
Published Year: 2006.0
Average Rating: 3.64
Num Pages: 256.0
Rating Count: 2089.0
"
Circle of Friends,,Maeve Binchy,College attendance,"It began with Benny Hogan and Eve Malone, growing up, inseparable, in the village of Knockglen. Benny--the only child, yearning to break free from her adoring parents...Eve--the orphaned offspring of a convent handyman and a rebellious blueblood, abandoned by her mother's wealthy family to be raised by nuns. Eve and Benny--they knew the sins and secrets behind every villager's lace curtains...except their own. It widened at Dublin, at the university where Benny and Eve met beautiful Nan Mahlon and Jack Foley, a doctor's handsome son. But heartbreak and betrayal would bring the worlds of Knockglen and Dublin into explosive collision. Long-hidden lies would emerge to test the meaning of love and the strength of ties held within the fragile gold bands of a... Circle Of Friends. From the Paperback edition.",2006.0,4.0,700,50668.0,"Title: Circle of Friends
Subtitle: nan
Authors: Maeve Binchy
Categories: College attendance
Description: It began with Benny Hogan and Eve Malone, growing up, inseparable, in the village of Knockglen. Benny--the only child, yearning to break free from her adoring parents...Eve--the orphaned offspring of a convent handyman and a rebellious blueblood, abandoned by her mother's wealthy family to be raised by nuns. Eve and Benny--they knew the sins and secrets behind every villager's lace curtains...except their own. It widened at Dublin, at the university where Benny and Eve met beautiful Nan Mahlon and Jack Foley, a doctor's handsome son. But heartbreak and betrayal would bring the worlds of Knockglen and Dublin into explosive collision. Long-hidden lies would emerge to test the meaning of love and the strength of ties held within the fragile gold bands of a... Circle Of Friends. From the Paperback edition.
Published Year: 2006.0
Average Rating: 4.02
Num Pages: 722.0
Rating Count: 50668.0
"
"Victoria Line, Central Line",,Maeve Binchy,London (England),"A vintage collection of short stories from the bestselling author of Light a Penny Candle and Circle of Friends. Millions of people travel on London's tube every day, yet we usually give our fellow passengers only a cursory glance. But each one of these nameless passengers has their own story to tell. At Notting Hill, the mysterious secretary, harbouring her secrets, travels to work; at Highburyand Islington, Adam has a sudden change of heart; and at Holborn, a disastrous reunion is about to take place... With her characteristic mix of compassionate humour and biting realism, this vintage collection of stories is Maeve Binchy at her very best",2006.0,4.0,400,928.0,"Title: Victoria Line, Central Line
Subtitle: nan
Authors: Maeve Binchy
Categories: London (England)
Description: A vintage collection of short stories from the bestselling author of Light a Penny Candle and Circle of Friends. Millions of people travel on London's tube every day, yet we usually give our fellow passengers only a cursory glance. But each one of these nameless passengers has their own story to tell. At Notting Hill, the mysterious secretary, harbouring her secrets, travels to work; at Highburyand Islington, Adam has a sudden change of heart; and at Holborn, a disastrous reunion is about to take place... With her characteristic mix of compassionate humour and biting realism, this vintage collection of stories is Maeve Binchy at her very best
Published Year: 2006.0
Average Rating: 3.59
Num Pages: 432.0
Rating Count: 928.0
"
Firefly Summer,,Maeve Binchy,Domestic fiction,"Firefly Summer is warm, humorous, sad and happy. Reading it is a joy' Irish Independent. Kate and John Ryan have four children, of whom the eldest are Michael and Dara. Their small town is peaceful and friendly, an unchanging background for a golden childhood. In long, hot summers Michael and Dara and their friends fish and swim or play in the ivy-clad ruins of Fernscourt, the great house burned down during the Troubles... No one in Mountfern has the slightest inkling of what it will mean when the ruins are bought by Patrick O'Neill, an Irish American with a dream in his heart and a great deal of money in his pocket. It is not until the very end of this drama, with its interlocking stories of love lost and won, ambitions nurtured and secrets betrayed, that Patrick O'Neill will understand the irony and the significance of his great dream for Mountfern.",2006.0,4.0,900,10461.0,"Title: Firefly Summer
Subtitle: nan
Authors: Maeve Binchy
Categories: Domestic fiction
Description: Firefly Summer is warm, humorous, sad and happy. Reading it is a joy' Irish Independent. Kate and John Ryan have four children, of whom the eldest are Michael and Dara. Their small town is peaceful and friendly, an unchanging background for a golden childhood. In long, hot summers Michael and Dara and their friends fish and swim or play in the ivy-clad ruins of Fernscourt, the great house burned down during the Troubles... No one in Mountfern has the slightest inkling of what it will mean when the ruins are bought by Patrick O'Neill, an Irish American with a dream in his heart and a great deal of money in his pocket. It is not until the very end of this drama, with its interlocking stories of love lost and won, ambitions nurtured and secrets betrayed, that Patrick O'Neill will understand the irony and the significance of his great dream for Mountfern.
Published Year: 2006.0
Average Rating: 3.9
Num Pages: 928.0
Rating Count: 10461.0
"
Airframe,,Michael Crichton,Adventure stories,"The twin jet plane en route to Denver from Hong Kong is merely a green radar blip half an hour off the California coast when the call comes through to air traffic control: 'Socal Approach, this is TransPacific 545. We have an emergency. ' The pilot requ",1997.0,4.0,400,65778.0,"Title: Airframe
Subtitle: nan
Authors: Michael Crichton
Categories: Adventure stories
Description: The twin jet plane en route to Denver from Hong Kong is merely a green radar blip half an hour off the California coast when the call comes through to air traffic control: 'Socal Approach, this is TransPacific 545. We have an emergency. ' The pilot requ
Published Year: 1997.0
Average Rating: 3.7
Num Pages: 431.0
Rating Count: 65778.0
"
Midnight's Children,,Salman Rushdie,Children of the rich,"""Born at the stroke of midnight, at the precise moment of India's independence, Saleem Sinai is destined from birth to be special. For he is one of 1,001 children born in the midnight hour, children who all have special gifts, children with whom Saleem is telepathically linked. But there has been a terrible mix up at birth, and Saleem s life takes some unexpected twists and turns. As he grows up amidst a whirlwind of triumphs and disasters, Saleem must learn the ominous consequences of his gift, for the course of his life is inseparably linked to that of his motherland, and his every act is mirrored and magnified in the events that shape the newborn nation of India. It is a great gift, and a terrible burden.""",1995.0,4.0,600,83826.0,"Title: Midnight's Children
Subtitle: nan
Authors: Salman Rushdie
Categories: Children of the rich
Description: ""Born at the stroke of midnight, at the precise moment of India's independence, Saleem Sinai is destined from birth to be special. For he is one of 1,001 children born in the midnight hour, children who all have special gifts, children with whom Saleem is telepathically linked. But there has been a terrible mix up at birth, and Saleem s life takes some unexpected twists and turns. As he grows up amidst a whirlwind of triumphs and disasters, Saleem must learn the ominous consequences of his gift, for the course of his life is inseparably linked to that of his motherland, and his every act is mirrored and magnified in the events that shape the newborn nation of India. It is a great gift, and a terrible burden.""
Published Year: 1995.0
Average Rating: 3.99
Num Pages: 647.0
Rating Count: 83826.0
"
Sabbath's Theater,,Philip Roth,American fiction,"Once a scandalously inventive puppeteer, Mickey Sabbath at sixty-four is still defiantly antagonistic and exceedingly libidinous. But after the death of his long-time mistress, Sabbath embarks on a turbulent journey into his past. Bereft and grieving, besieged by the ghosts of those who loved and hated him most, he contrives a succession of farcical disasters that take him to the brink of madness and extinction.",1996.0,4.0,400,122.0,"Title: Sabbath's Theater
Subtitle: nan
Authors: Philip Roth
Categories: American fiction
Description: Once a scandalously inventive puppeteer, Mickey Sabbath at sixty-four is still defiantly antagonistic and exceedingly libidinous. But after the death of his long-time mistress, Sabbath embarks on a turbulent journey into his past. Bereft and grieving, besieged by the ghosts of those who loved and hated him most, he contrives a succession of farcical disasters that take him to the brink of madness and extinction.
Published Year: 1996.0
Average Rating: 3.85
Num Pages: 451.0
Rating Count: 122.0
"
Civilwarland in Bad Decline,,George Saunders,Short stories,"A brilliant collection of stories from the winner of the Folio Prize A collection of six stories and a novella, CIVILWARLAND IN BAD DECLINE introduces an astonishing new voice in American fiction. George Saunders' vision of America's near future is as black and funny as you can get. He takes us on a trip to the shopping malls and theme parks and enviromental hazards that lie just around the chronological corner, introducing us to gang of misfits and losers struggling to survive in an increasingly haywire world. Saunders' dialogue is superb, his plots marvellously bizarre: he is an original and uniquely American voice destined to become one of the most important literary discoveries of his generation.",1997.0,4.0,100,12271.0,"Title: Civilwarland in Bad Decline
Subtitle: nan
Authors: George Saunders
Categories: Short stories
Description: A brilliant collection of stories from the winner of the Folio Prize A collection of six stories and a novella, CIVILWARLAND IN BAD DECLINE introduces an astonishing new voice in American fiction. George Saunders' vision of America's near future is as black and funny as you can get. He takes us on a trip to the shopping malls and theme parks and enviromental hazards that lie just around the chronological corner, introducing us to gang of misfits and losers struggling to survive in an increasingly haywire world. Saunders' dialogue is superb, his plots marvellously bizarre: he is an original and uniquely American voice destined to become one of the most important literary discoveries of his generation.
Published Year: 1997.0
Average Rating: 4.22
Num Pages: 179.0
Rating Count: 12271.0
"
Six Memos for the Next Millennium,,Italo Calvino,Literature,"SIX MEMOS FOR THE NEXT MILLENNIUM is the text to a series of lectures which became an obsession for Italo Calvino in the last year of his life. Drawing on the works of Lucretius, Ovid, Boccaccio, Falubert, Kundera, Perec and many more, he pinpoints the universal laws and indispensable literary values future generations might cherish -lightness, quickness, exactitude, visibility and multiplicity. It is an eloquent and lively 'defence' of literature - a fitting gift for the next millennium.",1996.0,4.0,100,2887.0,"Title: Six Memos for the Next Millennium
Subtitle: nan
Authors: Italo Calvino
Categories: Literature
Description: SIX MEMOS FOR THE NEXT MILLENNIUM is the text to a series of lectures which became an obsession for Italo Calvino in the last year of his life. Drawing on the works of Lucretius, Ovid, Boccaccio, Falubert, Kundera, Perec and many more, he pinpoints the universal laws and indispensable literary values future generations might cherish -lightness, quickness, exactitude, visibility and multiplicity. It is an eloquent and lively 'defence' of literature - a fitting gift for the next millennium.
Published Year: 1996.0
Average Rating: 4.23
Num Pages: 128.0
Rating Count: 2887.0
"
Total Recall,,Piers Anthony,Fiction,"Douglas Quail is haunted by nightmares of Mars, covert missions and a life more glamorous than his earthbound 2089 AD reality. So he turns to Recall, manufacturers of synthetic memories. They implant a memory into him but he soon finds that his nightmares are true memories.",1990.0,4.0,200,7932.0,"Title: Total Recall
Subtitle: nan
Authors: Piers Anthony
Categories: Fiction
Description: Douglas Quail is haunted by nightmares of Mars, covert missions and a life more glamorous than his earthbound 2089 AD reality. So he turns to Recall, manufacturers of synthetic memories. They implant a memory into him but he soon finds that his nightmares are true memories.
Published Year: 1990.0
Average Rating: 3.93
Num Pages: 224.0
Rating Count: 7932.0
"
London Fields,,Martin Amis,City and town life,"The narrator, Samson Young, enters the Black Cross, a thoroughly undesirable public house, and finds the main players of his drama assembled, just waiting to begin. It's a gift of a story from real life. . . all Samson has to do is to write it as it happens. Taking a small pocket of time and a richly diverse part of London, Martin Amis dissects the nature of a society as it hurtles towards the millennium.",1999.0,4.0,500,8379.0,"Title: London Fields
Subtitle: nan
Authors: Martin Amis
Categories: City and town life
Description: The narrator, Samson Young, enters the Black Cross, a thoroughly undesirable public house, and finds the main players of his drama assembled, just waiting to begin. It's a gift of a story from real life. . . all Samson has to do is to write it as it happens. Taking a small pocket of time and a richly diverse part of London, Martin Amis dissects the nature of a society as it hurtles towards the millennium.
Published Year: 1999.0
Average Rating: 3.73
Num Pages: 526.0
Rating Count: 8379.0
"
"Cry, the Beloved Country",,Alan Paton,Classical fiction,"Cry the Beloved Country is the deeply moving story of the Zulu pastor Stephen Kumalo and his son Absalom, set against the background of a land and a people riven by racial injustice. Remarkable for its contemporaneity, unforgettable for character and incident, Cry the Beloved Country is a classic work of love and hope, courage and endurance, born of the dignity of man.",2002.0,4.0,200,729.0,"Title: Cry, the Beloved Country
Subtitle: nan
Authors: Alan Paton
Categories: Classical fiction
Description: Cry the Beloved Country is the deeply moving story of the Zulu pastor Stephen Kumalo and his son Absalom, set against the background of a land and a people riven by racial injustice. Remarkable for its contemporaneity, unforgettable for character and incident, Cry the Beloved Country is a classic work of love and hope, courage and endurance, born of the dignity of man.
Published Year: 2002.0
Average Rating: 3.89
Num Pages: 240.0
Rating Count: 729.0
"
American Pastoral,,Philip Roth,American literature,"In American Pastoral, Philip Roth gives us a novel of unqualified greatness that is an elegy for all the twentieth century's promises of prosperity, civic order, and domestic bliss. Roth's protagonist is Seymour 'Swede' Levov - a legendary high school athlete, a devoted family man, a hard worker, the prosperous inheritor of his father's Newark glove factory - comes of age in thriving, triumphant post-war America. And then one day in 1968, Swede's beautiful American luck deserts him. For Swede's adored daughter, Merry, has grown from a loving, quick-witted girl into a sullen, fanatical teenager - a teenager capable of an outlandishly savage act of political terrorism. And overnight Swede is wrenched out of the longed-for American pastoral and into the indigenous American berserk. Compulsively readable, propelled by sorrow, rage, and a deep compassion for its characters, this is Roth's masterpiece.",1998.0,4.0,400,44929.0,"Title: American Pastoral
Subtitle: nan
Authors: Philip Roth
Categories: American literature
Description: In American Pastoral, Philip Roth gives us a novel of unqualified greatness that is an elegy for all the twentieth century's promises of prosperity, civic order, and domestic bliss. Roth's protagonist is Seymour 'Swede' Levov - a legendary high school athlete, a devoted family man, a hard worker, the prosperous inheritor of his father's Newark glove factory - comes of age in thriving, triumphant post-war America. And then one day in 1968, Swede's beautiful American luck deserts him. For Swede's adored daughter, Merry, has grown from a loving, quick-witted girl into a sullen, fanatical teenager - a teenager capable of an outlandishly savage act of political terrorism. And overnight Swede is wrenched out of the longed-for American pastoral and into the indigenous American berserk. Compulsively readable, propelled by sorrow, rage, and a deep compassion for its characters, this is Roth's masterpiece.
Published Year: 1998.0
Average Rating: 3.92
Num Pages: 432.0
Rating Count: 44929.0
"
Deception,,Philip Roth,Adultery,"A famous writer and his mistress meet in a room without a bed. They talk, they play games with each other, they have sex, they tell lies. This work since ""Complaint"", explores adultery and the unmasking of illicit lovers in a novel that exposes the tenderness and uncertainty underlying all affairs of the heart.",1991.0,3.0,200,1474.0,"Title: Deception
Subtitle: nan
Authors: Philip Roth
Categories: Adultery
Description: A famous writer and his mistress meet in a room without a bed. They talk, they play games with each other, they have sex, they tell lies. This work since ""Complaint"", explores adultery and the unmasking of illicit lovers in a novel that exposes the tenderness and uncertainty underlying all affairs of the heart.
Published Year: 1991.0
Average Rating: 3.34
Num Pages: 208.0
Rating Count: 1474.0
"
A Farewell to Arms,,Ernest Hemingway,War,"In 1918 Ernest Hemingway went to war, to the 'war to end all wars'. He volunteered for ambulance service in Italy, was wounded and twice decorated. Out of his experiences came A Farewell to Arms. Hemingway's description of war is unforgettable. He recreates the fear, the comradeship, the courage of his young American volunteer and the men and women he meets in Italy with total conviction. But A Farewell to Arms is not only a novel of war. In it Hemingway has also created a love story of immense drama and uncompromising passion.",1994.0,4.0,200,210197.0,"Title: A Farewell to Arms
Subtitle: nan
Authors: Ernest Hemingway
Categories: War
Description: In 1918 Ernest Hemingway went to war, to the 'war to end all wars'. He volunteered for ambulance service in Italy, was wounded and twice decorated. Out of his experiences came A Farewell to Arms. Hemingway's description of war is unforgettable. He recreates the fear, the comradeship, the courage of his young American volunteer and the men and women he meets in Italy with total conviction. But A Farewell to Arms is not only a novel of war. In it Hemingway has also created a love story of immense drama and uncompromising passion.
Published Year: 1994.0
Average Rating: 3.8
Num Pages: 293.0
Rating Count: 210197.0
"
Cross Stitch,,Diana Gabaldon,Historical fiction,"In 1945, Claire Randall is back from the war and reunited with her husband on a second honeymoon in Scotland. Innocently she walks through a stone circle in the highlands, and finds herself in a violent skirmish taking place in 1743. Suddenly she is a Sassenach, an outlander, in a country torn by war and by clan feuds. -- back cover.",1992.0,4.0,800,2319.0,"Title: Cross Stitch
Subtitle: nan
Authors: Diana Gabaldon
Categories: Historical fiction
Description: In 1945, Claire Randall is back from the war and reunited with her husband on a second honeymoon in Scotland. Innocently she walks through a stone circle in the highlands, and finds herself in a violent skirmish taking place in 1743. Suddenly she is a Sassenach, an outlander, in a country torn by war and by clan feuds. -- back cover.
Published Year: 1992.0
Average Rating: 4.22
Num Pages: 864.0
Rating Count: 2319.0
"
Ratner's Star,,Don DeLillo,Life on other planets,"Billy Twillig has won the first Nobel Prize ever to be given in mathematics. Set in the near future, this book charts an innocent's education when Billy is sent to live in the company of 30 Nobel laureates and he is asked to decipher transmissions from outer space. By the author of Libra.",1976.0,3.0,400,1478.0,"Title: Ratner's Star
Subtitle: nan
Authors: Don DeLillo
Categories: Life on other planets
Description: Billy Twillig has won the first Nobel Prize ever to be given in mathematics. Set in the near future, this book charts an innocent's education when Billy is sent to live in the company of 30 Nobel laureates and he is asked to decipher transmissions from outer space. By the author of Libra.
Published Year: 1976.0
Average Rating: 3.49
Num Pages: 448.0
Rating Count: 1478.0
"
Things Fall Apart,An Adapted Classic,Chinua Achebe;Sandra Widner,Igbo (African people),"[This book is] a simple story of a ""strong man"" whose life is dominated by fear and anger ... Uniquely ... African, at the same time it reveals [the author's] ... awareness of the human qualities common to men of all times and places.-Back cover.",2000.0,4.0,100,40.0,"Title: Things Fall Apart
Subtitle: An Adapted Classic
Authors: Chinua Achebe;Sandra Widner
Categories: Igbo (African people)
Description: [This book is] a simple story of a ""strong man"" whose life is dominated by fear and anger ... Uniquely ... African, at the same time it reveals [the author's] ... awareness of the human qualities common to men of all times and places.-Back cover.
Published Year: 2000.0
Average Rating: 3.64
Num Pages: 113.0
Rating Count: 40.0
"
C++ Programmer's Notebook,,James Edward Keogh;John Shapley Gray,Computers,"Covers all the C++ concepts a programmer needs to know, including variables, operators, pointers, and virtual functions, organized to build expertise one step at a time",2002.0,3.0,500,3.0,"Title: C++ Programmer's Notebook
Subtitle: nan
Authors: James Edward Keogh;John Shapley Gray
Categories: Computers
Description: Covers all the C++ concepts a programmer needs to know, including variables, operators, pointers, and virtual functions, organized to build expertise one step at a time
Published Year: 2002.0
Average Rating: 3.0
Num Pages: 528.0
Rating Count: 3.0
"
Java,An Introduction to Problem Solving & Programming,Walter J. Savitch,Computers,"Introduces object-oriented programming and important computer science concepts, such as testing and debugging techniques, program style, inheritance, and exception handling. This book includes coverage of the Swing libraries and event-driven programming. It is suitable for introductory Computer Science courses using Java.",2005.0,4.0,1000,23.0,"Title: Java
Subtitle: An Introduction to Problem Solving & Programming
Authors: Walter J. Savitch
Categories: Computers
Description: Introduces object-oriented programming and important computer science concepts, such as testing and debugging techniques, program style, inheritance, and exception handling. This book includes coverage of the Swing libraries and event-driven programming. It is suitable for introductory Computer Science courses using Java.
Published Year: 2005.0
Average Rating: 3.86
Num Pages: 1060.0
Rating Count: 23.0
"
Leadership in Organizations,,Gary A. Yukl,Business & Economics,This text provides the most comprehensive survey of the major theories and research on leadership and managerial effectiveness in formal organizations with practical suggestions for improving leadership skills.,2006.0,4.0,500,55.0,"Title: Leadership in Organizations
Subtitle: nan
Authors: Gary A. Yukl
Categories: Business & Economics
Description: This text provides the most comprehensive survey of the major theories and research on leadership and managerial effectiveness in formal organizations with practical suggestions for improving leadership skills.
Published Year: 2006.0
Average Rating: 3.68
Num Pages: 542.0
Rating Count: 55.0
"
Organized Crime,,Michael D. Lyman;Gary W. Potter,Law,"Dispelling current myths regarding organized crime, Lyman and Potter’s fourth edition reveals a truer picture of organized crime and criminal activity today. Providing scholarly treatment and a social perspective, the authors explore the concept of organized crime, the historical foundation for its evolution and development, and the current status of criminal groups in today’s society. Offering timely and respected research, this edition includes a thorough examination of drug trafficking, new sections on emerging organized crime groups, updated case studies, more coverage international groups, updated statistics, graphics and more! Presents a broad view of organized crime that incorporates more than just ethnically- driven, pop-culture stereotypes. Incorporates two parallel themes—organized crime consists of many different groups and corrupt individuals in public office, business etc., contribute to the continuation of the problem. Uses thematic questions (What is organized crime? Is there really a Mafia? Is terrorism organized crime? Do political machines still exist?) to promote higher-order thinking skills and a critical examination of the topic. Synthesizes volumes of historical data and archives to present the most salient aspects of the organized crime problem. References information and reports generated by the Federal Bureau of Investigation, the Pennsylvania Crime Commission, the National Institute of Justice, the Bureau of Justice Statistics and well-known researchers in the field. Law enforcement professionals and those interested in a scholarly treatment and a social perspective of organized crime.",2007.0,4.0,400,12.0,"Title: Organized Crime
Subtitle: nan
Authors: Michael D. Lyman;Gary W. Potter
Categories: Law
Description: Dispelling current myths regarding organized crime, Lyman and Potter’s fourth edition reveals a truer picture of organized crime and criminal activity today. Providing scholarly treatment and a social perspective, the authors explore the concept of organized crime, the historical foundation for its evolution and development, and the current status of criminal groups in today’s society. Offering timely and respected research, this edition includes a thorough examination of drug trafficking, new sections on emerging organized crime groups, updated case studies, more coverage international groups, updated statistics, graphics and more! Presents a broad view of organized crime that incorporates more than just ethnically- driven, pop-culture stereotypes. Incorporates two parallel themes—organized crime consists of many different groups and corrupt individuals in public office, business etc., contribute to the continuation of the problem. Uses thematic questions (What is organized crime? Is there really a Mafia? Is terrorism organized crime? Do political machines still exist?) to promote higher-order thinking skills and a critical examination of the topic. Synthesizes volumes of historical data and archives to present the most salient aspects of the organized crime problem. References information and reports generated by the Federal Bureau of Investigation, the Pennsylvania Crime Commission, the National Institute of Justice, the Bureau of Justice Statistics and well-known researchers in the field. Law enforcement professionals and those interested in a scholarly treatment and a social perspective of organized crime.
Published Year: 2007.0
Average Rating: 3.83
Num Pages: 496.0
Rating Count: 12.0
"
World Studies: Eastern Hemisphere,,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction,"Introduces the geography, history, and cultures of the Middle East, Europe, Soviet Union, Asia, Africa, and Oceania.",2004.0,2.0,800,2.0,"Title: World Studies: Eastern Hemisphere
Subtitle: nan
Authors: Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur
Categories: Juvenile Nonfiction
Description: Introduces the geography, history, and cultures of the Middle East, Europe, Soviet Union, Asia, Africa, and Oceania.
Published Year: 2004.0
Average Rating: 2.0
Num Pages: 892.0
Rating Count: 2.0
"
Astronomy,a beginner's guide to the universe,Eric Chaisson;Stephen McMillan,Mathematics,"This introduction to astronomy features an exceptionally clear writing style, an emphasis on critical thinking and visualization, and a leading-edge technology program-including an accompanying full-featured electronic multimedia version of the book and companion Web site. A dynamic art program includes numerous radio, infrared, ultraviolet, X-ray, and gamma-ray images and transparent full-color overlays. The book presents scientific literacy in the context of astronomy, with the aim of teaching studentsto think critically and analytically about the physical world and the development of science. The text requires a minimum level of simple algebra and trigonometry. It presents an explanation of key physical principles and techniques like Kepler and Newton's laws, spectroscopy and distance measurement (the cosmic distance ladder is used throughout).",2006.0,4.0,400,153.0,"Title: Astronomy
Subtitle: a beginner's guide to the universe
Authors: Eric Chaisson;Stephen McMillan
Categories: Mathematics
Description: This introduction to astronomy features an exceptionally clear writing style, an emphasis on critical thinking and visualization, and a leading-edge technology program-including an accompanying full-featured electronic multimedia version of the book and companion Web site. A dynamic art program includes numerous radio, infrared, ultraviolet, X-ray, and gamma-ray images and transparent full-color overlays. The book presents scientific literacy in the context of astronomy, with the aim of teaching studentsto think critically and analytically about the physical world and the development of science. The text requires a minimum level of simple algebra and trigonometry. It presents an explanation of key physical principles and techniques like Kepler and Newton's laws, spectroscopy and distance measurement (the cosmic distance ladder is used throughout).
Published Year: 2006.0
Average Rating: 3.85
Num Pages: 499.0
Rating Count: 153.0
"
The African-American Odyssey,,Darlene Clark Hine;William C. Hine;Stanley Harrold,History,"This 3 rd edition ofThe African-American Odysseyincludes not only a CD-ROM-bound into every book (which incorporates over 150 documents in African American history), but also has a broadened international perspective, expanded coverage of interaction among African Americans and other ethnic groups, and new material on African Americans in the western portion of the United States. Free access to Research Navigator is included. This allows readers to access this powerful research tool with one site. Written by leading scholars,The African-American Odysseyis a clear and comprehensive narrative of African-American history, from the Civil War through modern times. The Combined Volume traces African-American history from it African roots through the present. This book places African-American history in the context and at the center of American History.Balancing accounts of the actions of African-American leaders with investigations of the lives of the ordinary men and women in black communities, exciting and readable coverage includes: African-American history from the Civil War and the beginnings of Reconstruction through the Civil Rights movement to discussions of black life at the dawn of the 21 st century.This is a compelling story of survival, struggle, and triumph over adversity. Readers will learn an appreciation of the central place of black people and black culture in this country, and a better understanding of both African-American and American history.",2005.0,4.0,400,3.0,"Title: The African-American Odyssey
Subtitle: nan
Authors: Darlene Clark Hine;William C. Hine;Stanley Harrold
Categories: History
Description: This 3 rd edition ofThe African-American Odysseyincludes not only a CD-ROM-bound into every book (which incorporates over 150 documents in African American history), but also has a broadened international perspective, expanded coverage of interaction among African Americans and other ethnic groups, and new material on African Americans in the western portion of the United States. Free access to Research Navigator is included. This allows readers to access this powerful research tool with one site. Written by leading scholars,The African-American Odysseyis a clear and comprehensive narrative of African-American history, from the Civil War through modern times. The Combined Volume traces African-American history from it African roots through the present. This book places African-American history in the context and at the center of American History.Balancing accounts of the actions of African-American leaders with investigations of the lives of the ordinary men and women in black communities, exciting and readable coverage includes: African-American history from the Civil War and the beginnings of Reconstruction through the Civil Rights movement to discussions of black life at the dawn of the 21 st century.This is a compelling story of survival, struggle, and triumph over adversity. Readers will learn an appreciation of the central place of black people and black culture in this country, and a better understanding of both African-American and American history.
Published Year: 2005.0
Average Rating: 3.95
Num Pages: 464.0
Rating Count: 3.0
"
The Visual Arts,A History,Hugh Honour;John Fleming,Art,"This new edition is an authoritative and provides a balanced account of the history of art. It presents art history as an essential part of the development of humankind, encompassing the arts of Asia, Africa, Oceania, Europe, and the Americas-spanning from the primitive art of hunters 30,000 years ago to the most controversial art forms of today.",2005.0,4.0,900,39.0,"Title: The Visual Arts
Subtitle: A History
Authors: Hugh Honour;John Fleming
Categories: Art
Description: This new edition is an authoritative and provides a balanced account of the history of art. It presents art history as an essential part of the development of humankind, encompassing the arts of Asia, Africa, Oceania, Europe, and the Americas-spanning from the primitive art of hunters 30,000 years ago to the most controversial art forms of today.
Published Year: 2005.0
Average Rating: 3.82
Num Pages: 936.0
Rating Count: 39.0
"
Three Genres,"The Writing of Fiction/Literary Nonfiction, Poetry, and Drama",Stephen Minot,Language Arts & Disciplines,"Three Genres gives students a basic introduction to fiction/ literary nonfiction, poetry, and drama and helps them to develop their creative skills in each area. Each genre section is self-contained and includes complete works as examples along with helpful advice about how to draw on the variety of techniques they use. The style is informal, practical, and positive. Minot encourages student to draw on their own experiences and develop skills on their own.",2006.0,4.0,400,36.0,"Title: Three Genres
Subtitle: The Writing of Fiction/Literary Nonfiction, Poetry, and Drama
Authors: Stephen Minot
Categories: Language Arts & Disciplines
Description: Three Genres gives students a basic introduction to fiction/ literary nonfiction, poetry, and drama and helps them to develop their creative skills in each area. Each genre section is self-contained and includes complete works as examples along with helpful advice about how to draw on the variety of techniques they use. The style is informal, practical, and positive. Minot encourages student to draw on their own experiences and develop skills on their own.
Published Year: 2006.0
Average Rating: 3.65
Num Pages: 476.0
Rating Count: 36.0
"
